Time	Artist	Title	Album	Track MBID	Artist MBID	Album MBID
1168921204000	Boys Like Girls	Learning To Fall	Boys Like Girls	e387d738-81e2-4a4c-8195-b208f5a68410	d6e65033-b56a-49df-8744-6fc3ffd75edd	61710908-1bb8-4fd9-99b0-f9e0ad6f7d7f
1168921389000	Boys Like Girls	Me, You And My Medication	Boys Like Girls	f7d915b8-9fc7-457c-b0f2-313644510fd9	d6e65033-b56a-49df-8744-6fc3ffd75edd	61710908-1bb8-4fd9-99b0-f9e0ad6f7d7f
1168921657000	Boys Like Girls	Up Against The Wall	Boys Like Girls	8aec3f6c-e026-4c4d-8859-79e8a64d3457	d6e65033-b56a-49df-8744-6fc3ffd75edd	61710908-1bb8-4fd9-99b0-f9e0ad6f7d7f
1168921877000	Boys Like Girls	Dance Hall Drug	Boys Like Girls	dc586506-e772-4148-8901-a1b9c33167eb	d6e65033-b56a-49df-8744-6fc3ffd75edd	61710908-1bb8-4fd9-99b0-f9e0ad6f7d7f
1168922087000	Boys Like Girls	Broken Man	Boys Like Girls	368762d4-c13d-4298-8f30-1a8e888fa30e	d6e65033-b56a-49df-8744-6fc3ffd75edd	61710908-1bb8-4fd9-99b0-f9e0ad6f7d7f
1168922298000	Boys Like Girls	Heels Over Head	Boys Like Girls	a1e696cc-2e0a-4ad5-a0b7-28e4fec85052	d6e65033-b56a-49df-8744-6fc3ffd75edd	61710908-1bb8-4fd9-99b0-f9e0ad6f7d7f
1168922487000	Boys Like Girls	Holiday	Boys Like Girls	891513ab-63b4-45ab-99c8-4561ac578c85	d6e65033-b56a-49df-8744-6fc3ffd75edd	61710908-1bb8-4fd9-99b0-f9e0ad6f7d7f
1168922865000	The Shins	Sleeping Lessons	Wincing the Night Away	ae14ac35-439d-45a8-8844-087b466211cd	6c8b9855-ba8b-48f9-ac1d-42167f7f7b18	a0d42921-c7aa-42ef-a63d-3a23ca203ddf
1168923104000	The Shins	Australia	Wincing the Night Away	4f701878-706b-43dc-aebf-7556c52097bc	6c8b9855-ba8b-48f9-ac1d-42167f7f7b18	a0d42921-c7aa-42ef-a63d-3a23ca203ddf
1168926428000	The Shins	Phantom Limb	Wincing the Night Away	379e3d6d-a897-4b54-a07c-17c831d19c69	6c8b9855-ba8b-48f9-ac1d-42167f7f7b18	a0d42921-c7aa-42ef-a63d-3a23ca203ddf
1168978508000	Billy Talent	Fallen Leaves	II	7c134ef6-d8aa-475e-af20-1a10d87a542f	fd429857-5ace-4609-ae54-1502c3bdac11	
1168978631000	The Tragically Hip	The Lonely End Of The Rink	World Container	a6514da8-c03f-476c-804c-e69407734a37	e86ab653-bec8-46f3-b4b6-a1a866919ef6	bfc9e405-bc45-4fad-b412-832914d4d2e4
1168978761000	Modest Mouse	Dashboard	We Were Dead Before The Ship Even Sank	c9861a3b-68d9-4778-b977-3955b87b1df3	a96ac800-bfcb-412a-8a63-0a98df600700	d63d427d-499c-4eb4-996e-535e36013766
1168979745000	Billy Talent	Devil in a Midnight Mass	Billy Talent II	02163762-bd95-4443-8cfb-dc6ac9c95b2c	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168979917000	Billy Talent	Red Flag	Billy Talent II	926ecaf2-bc50-4091-ad96-c100db5c4bb0	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168980075000	Small Sins	Won't Make it Easier	Small Sins	ba61f2b8-18d0-4def-b91e-c9837f2ed04c	badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1168980291000	Small Sins	Stay	Small Sins	8f53c77f-3dec-452c-b08a-d649e8e7a068	badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1168980525000	Small Sins	Small Sins/Big Within	Small Sins		badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1168980789000	Small Sins	She's the Source	Small Sins	2b11032f-9c43-447b-8db5-4a8238bd1fca	badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1168981002000	Small Sins	It's Easy	Small Sins	6d1cf477-a304-4f36-8a63-89b6a8f404d2	badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1168992228000	Billy Talent	Devil in a Midnight Mass	Billy Talent II	02163762-bd95-4443-8cfb-dc6ac9c95b2c	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168992400000	Billy Talent	Red Flag	Billy Talent II	926ecaf2-bc50-4091-ad96-c100db5c4bb0	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168992597000	Billy Talent	This Suffering	Billy Talent II	74f2b1cb-b699-4ed4-86c1-48dc2f735896	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168992834000	Billy Talent	Worker Bees	Billy Talent II	301b263d-4d79-4c33-9181-1ba0f043c346	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168993058000	Billy Talent	Pins and Needles	Billy Talent II	e01a13a3-db85-4b8c-8f5b-55b36cff8004	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168993250000	Billy Talent	Fallen Leaves	Billy Talent II	7c134ef6-d8aa-475e-af20-1a10d87a542f	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168993449000	Billy Talent	Where Is the Line?	Billy Talent II	39cd3893-ab38-4b45-adcc-49d9431825b9	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168993679000	Billy Talent	Covered in Cowardice	Billy Talent II	7967b659-972b-4751-989a-700a394cf61e	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168993931000	Billy Talent	Surrender	Billy Talent II	7aba8627-9547-48a9-8bb2-2b2d6c1ae235	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168994177000	Billy Talent	The Navy Song	Billy Talent II	b85bdb57-5f43-4c2c-b56c-e32dbd1623c0	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168994449000	Billy Talent	Perfect World	Billy Talent II	185150bd-03f0-4933-b38e-9456cf26a2d3	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168994661000	Billy Talent	Sympathy	Billy Talent II	09d4da47-f31d-4278-baee-bb90a75713d2	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168994862000	Billy Talent	Sympathy	Billy Talent II	09d4da47-f31d-4278-baee-bb90a75713d2	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1168995060000	Billy Talent	Burn the Evidence	Billy Talent II	15431f9d-fc94-4771-a584-c644214d61fc	fd429857-5ace-4609-ae54-1502c3bdac11	0f63facd-824f-4b76-8ed0-6d1c9208fd39
1169007557000	Small Sins	Won't Make it Easier	Small Sins	ba61f2b8-18d0-4def-b91e-c9837f2ed04c	badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1169007751000	Small Sins	Threw it All Away	Small Sins	f15bfa5a-c270-4033-a21c-96d0a91b4894	badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1169007983000	Small Sins	Stay	Small Sins	8f53c77f-3dec-452c-b08a-d649e8e7a068	badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1169008216000	Small Sins	Small Sins/Big Within	Small Sins		badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1169008480000	Small Sins	She's the Source	Small Sins	2b11032f-9c43-447b-8db5-4a8238bd1fca	badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1169009202000	Small Sins	It's Easy	Small Sins	6d1cf477-a304-4f36-8a63-89b6a8f404d2	badcad23-b56d-4a90-b391-f6567776b5a5	3ddb5996-ecd0-4ccc-87c4-ff2cbe71b317
1169056758000	Relient K	Chap Stick, Chapped Lips, and Things Like Chemistry	Two Lefts Don't Make a Right... But Three Do	cc2823a3-3de5-4783-bf60-56c49b75c3d6	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169056949000	Relient K	Mood Rings	Two Lefts Don't Make a Right... But Three Do	0dda407a-3d84-41cd-8cdf-7d61b988e172	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169057147000	Relient K	Falling Out	Two Lefts Don't Make a Right... But Three Do	c3f5c8ef-436e-49ec-9b40-68a2409b4c0e	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169057379000	Relient K	Forward Motion	Two Lefts Don't Make a Right... But Three Do	faba0473-87f6-460e-9c2e-c8769f6fea12	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169057617000	Relient K	In Love With the 80's (Pink Tux to the Prom)	Two Lefts Don't Make a Right... But Three Do	791cfe47-d101-4778-83ec-139522c02cea	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169057806000	Relient K	College Kids	Two Lefts Don't Make a Right... But Three Do	c9ec04c4-ac78-489a-8799-cad6e750cd32	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169058013000	Relient K	Trademark	Two Lefts Don't Make a Right... But Three Do	2590677e-83e2-494e-92f7-1484b5f7b71f	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169058248000	Relient K	Hoopes I Did It Again	Two Lefts Don't Make a Right... But Three Do	ae443bb5-7f25-4071-b985-d5c4f2a90255	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169058441000	Relient K	Over Thinking	Two Lefts Don't Make a Right... But Three Do	f5d0fa65-00b8-484e-a648-5fe0b1a24e49	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169058689000	Relient K	I Am Understood?	Two Lefts Don't Make a Right... But Three Do	40a1167e-edd0-4319-885c-15e3a1f2ff97	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169058952000	Relient K	Getting Into You	Two Lefts Don't Make a Right... But Three Do	87cea215-bc13-4cb2-b43e-b331f7bb3463	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169059183000	Relient K	Gibberish	Two Lefts Don't Make a Right... But Three Do	bca62510-235b-4f64-b719-c9800c52ca6a	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169059288000	Relient K	From End To End	Two Lefts Don't Make a Right... But Three Do	5adbacfb-66b2-4385-8960-03c3e6e1092c	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169059566000	Relient K	Jefferson Aero Plane	Two Lefts Don't Make a Right... But Three Do	317bdd0e-8956-4547-b8f0-fd233d10d378	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169060187000	Relient K	Chap Stick, Chapped Lips, and Things Like Chemistry	Two Lefts Don't Make a Right... But Three Do	cc2823a3-3de5-4783-bf60-56c49b75c3d6	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169060377000	Relient K	Mood Rings	Two Lefts Don't Make a Right... But Three Do	0dda407a-3d84-41cd-8cdf-7d61b988e172	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169060576000	Relient K	Falling Out	Two Lefts Don't Make a Right... But Three Do	c3f5c8ef-436e-49ec-9b40-68a2409b4c0e	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169060808000	Relient K	Forward Motion	Two Lefts Don't Make a Right... But Three Do	faba0473-87f6-460e-9c2e-c8769f6fea12	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169061045000	Relient K	In Love With the 80's (Pink Tux to the Prom)	Two Lefts Don't Make a Right... But Three Do	791cfe47-d101-4778-83ec-139522c02cea	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169061234000	Relient K	College Kids	Two Lefts Don't Make a Right... But Three Do	c9ec04c4-ac78-489a-8799-cad6e750cd32	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169061442000	Relient K	Trademark	Two Lefts Don't Make a Right... But Three Do	2590677e-83e2-494e-92f7-1484b5f7b71f	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169061676000	Relient K	Hoopes I Did It Again	Two Lefts Don't Make a Right... But Three Do	ae443bb5-7f25-4071-b985-d5c4f2a90255	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169061869000	Relient K	Over Thinking	Two Lefts Don't Make a Right... But Three Do	f5d0fa65-00b8-484e-a648-5fe0b1a24e49	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169062118000	Relient K	I Am Understood?	Two Lefts Don't Make a Right... But Three Do	40a1167e-edd0-4319-885c-15e3a1f2ff97	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169062381000	Relient K	Getting Into You	Two Lefts Don't Make a Right... But Three Do	87cea215-bc13-4cb2-b43e-b331f7bb3463	a49b5d41-7399-49ef-bcb8-a5779a30d2e9	af158d94-eb6f-4f1f-a8a2-f685b60b132e
1169066274000	The Academy Is...	Attention	Almost Here	6d5a545e-2023-48e7-b145-a445970900d1	eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac	fb22dc88-9b7e-4ad6-98d5-56c5b4386254
1169066447000	The Academy Is...	Slow Down	Almost Here	5840a059-209f-496b-bfb2-52ba7c5959bb	eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac	fb22dc88-9b7e-4ad6-98d5-56c5b4386254
1169066689000	The Academy Is...	Season	Almost Here	a03cf70a-0243-4c8a-8bfb-b7fbcc1623f6	eb8ff09f-0b63-4c5e-96dc-b6dadeb794ac	fb22dc88-9b7e-4ad6-98d5-56c5b4386254
1169151388000	Incubus	Quicksand	Light Grenades	aff0cf38-3f68-4463-bd19-89ccc84e2215	308aea66-5205-4344-b700-319a8dccaa43	be313771-d713-4bb4-90c0-acbca6e4a169
1169151522000	Incubus	A Kiss To Send Us Off	Light Grenades	a62ebd47-2913-434a-aa62-5a01b45ee6e6	308aea66-5205-4344-b700-319a8dccaa43	be313771-d713-4bb4-90c0-acbca6e4a169
1169151779000	Incubus	Dig	Light Grenades	eb471227-879a-486c-81d2-f8e3850c15ac	308aea66-5205-4344-b700-319a8dccaa43	be313771-d713-4bb4-90c0-acbca6e4a169
1169152036000	Incubus	Anna Molly	Light Grenades	bf6a592b-fbda-443f-90b6-fa35717fe004	308aea66-5205-4344-b700-319a8dccaa43	be313771-d713-4bb4-90c0-acbca6e4a169
1169152263000	Incubus	Love Hurts	Light Grenades	db66d389-1f0b-4f4e-80fe-4cd99a3da6dd	308aea66-5205-4344-b700-319a8dccaa43	be313771-d713-4bb4-90c0-acbca6e4a169
1169152707000	Incubus	Light Grenades	Light Grenades	2d8b8b27-c1de-437e-b138-3c1c67f9cb10	308aea66-5205-4344-b700-319a8dccaa43	be313771-d713-4bb4-90c0-acbca6e4a169
1169152848000	Incubus	Earth To Bella (Part I)	Light Grenades		308aea66-5205-4344-b700-319a8dccaa43	be313771-d713-4bb4-90c0-acbca6e4a169
1169153360000	Valencia	The Space Between	This Could Be A Possibility	441e7cf3-9f1b-43d5-a9e9-3953d3d857b2	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169153577000	Valencia	Que Sera Sera	This Could Be A Possibility	9091cbae-72aa-4499-a7e1-3f3d10cfd7dc	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169153812000	Valencia	What Are You Doing, Man? That's Weird!	This Could Be A Possibility	ae63ea5e-0b28-470b-b4aa-500fe53bd702	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169153989000	Valencia	Tenth Street	This Could Be A Possibility	892cdc28-fe4a-4c69-870b-f6658d47f1e5	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169154224000	Valencia	The Closest I Am To Living Life On The Edge	This Could Be A Possibility	eab7b234-96e7-4705-a33d-02b862496536	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169154433000	Valencia	Will We Ever Know How?	This Could Be A Possibility	bf50b3fd-61a3-431b-a7b5-4d45899303bb	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169154626000	Valencia	Eagle Mount Drive	This Could Be A Possibility	a6197015-25a8-4364-8ed3-1b6f507da1d8	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169154793000	Valencia	3000 Miles	This Could Be A Possibility	9c3573d3-a94f-4163-96cc-2d1e9e161428	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169154960000	Valencia	Backs Against The Wall	This Could Be A Possibility	124e857c-6b57-41b4-92d9-d67f1f0068b7	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169180429000	Valencia	The Space Between	This Could Be A Possibility	441e7cf3-9f1b-43d5-a9e9-3953d3d857b2	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169180638000	Valencia	Que Sera Sera	This Could Be A Possibility	9091cbae-72aa-4499-a7e1-3f3d10cfd7dc	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169180873000	Valencia	What Are You Doing, Man? That's Weird!	This Could Be A Possibility	ae63ea5e-0b28-470b-b4aa-500fe53bd702	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169181050000	Valencia	Tenth Street	This Could Be A Possibility	892cdc28-fe4a-4c69-870b-f6658d47f1e5	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169181285000	Valencia	The Closest I Am To Living Life On The Edge	This Could Be A Possibility	eab7b234-96e7-4705-a33d-02b862496536	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169181494000	Valencia	Will We Ever Know How?	This Could Be A Possibility	bf50b3fd-61a3-431b-a7b5-4d45899303bb	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169181687000	Valencia	Eagle Mount Drive	This Could Be A Possibility	a6197015-25a8-4364-8ed3-1b6f507da1d8	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169181855000	Valencia	3000 Miles	This Could Be A Possibility	9c3573d3-a94f-4163-96cc-2d1e9e161428	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169182021000	Valencia	Backs Against The Wall	This Could Be A Possibility	124e857c-6b57-41b4-92d9-d67f1f0068b7	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169182184000	Valencia	Away We Go	This Could Be A Possibility	3a8ddc28-3453-44d4-a52f-678eb87d9570	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169182382000	Valencia	The Space Between	This Could Be A Possibility	441e7cf3-9f1b-43d5-a9e9-3953d3d857b2	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169182599000	Valencia	Que Sera Sera	This Could Be A Possibility	9091cbae-72aa-4499-a7e1-3f3d10cfd7dc	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169182834000	Valencia	What Are You Doing, Man? That's Weird!	This Could Be A Possibility	ae63ea5e-0b28-470b-b4aa-500fe53bd702	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169183011000	Valencia	Tenth Street	This Could Be A Possibility	892cdc28-fe4a-4c69-870b-f6658d47f1e5	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169183246000	Valencia	The Closest I Am To Living Life On The Edge	This Could Be A Possibility	eab7b234-96e7-4705-a33d-02b862496536	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169183455000	Valencia	Will We Ever Know How?	This Could Be A Possibility	bf50b3fd-61a3-431b-a7b5-4d45899303bb	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169183649000	Valencia	Eagle Mount Drive	This Could Be A Possibility	a6197015-25a8-4364-8ed3-1b6f507da1d8	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169183816000	Valencia	3000 Miles	This Could Be A Possibility	9c3573d3-a94f-4163-96cc-2d1e9e161428	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169183982000	Valencia	Backs Against The Wall	This Could Be A Possibility	124e857c-6b57-41b4-92d9-d67f1f0068b7	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169184145000	Valencia	Away We Go	This Could Be A Possibility	3a8ddc28-3453-44d4-a52f-678eb87d9570	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169184344000	Valencia	The Space Between	This Could Be A Possibility	441e7cf3-9f1b-43d5-a9e9-3953d3d857b2	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169184561000	Valencia	Que Sera Sera	This Could Be A Possibility	9091cbae-72aa-4499-a7e1-3f3d10cfd7dc	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169184796000	Valencia	What Are You Doing, Man? That's Weird!	This Could Be A Possibility	ae63ea5e-0b28-470b-b4aa-500fe53bd702	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169184973000	Valencia	Tenth Street	This Could Be A Possibility	892cdc28-fe4a-4c69-870b-f6658d47f1e5	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169185208000	Valencia	The Closest I Am To Living Life On The Edge	This Could Be A Possibility	eab7b234-96e7-4705-a33d-02b862496536	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169185417000	Valencia	Will We Ever Know How?	This Could Be A Possibility	bf50b3fd-61a3-431b-a7b5-4d45899303bb	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169185610000	Valencia	Eagle Mount Drive	This Could Be A Possibility	a6197015-25a8-4364-8ed3-1b6f507da1d8	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169185777000	Valencia	3000 Miles	This Could Be A Possibility	9c3573d3-a94f-4163-96cc-2d1e9e161428	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169185944000	Valencia	Backs Against The Wall	This Could Be A Possibility	124e857c-6b57-41b4-92d9-d67f1f0068b7	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169186107000	Valencia	Away We Go	This Could Be A Possibility	3a8ddc28-3453-44d4-a52f-678eb87d9570	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169186305000	Valencia	The Space Between	This Could Be A Possibility	441e7cf3-9f1b-43d5-a9e9-3953d3d857b2	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169186522000	Valencia	Que Sera Sera	This Could Be A Possibility	9091cbae-72aa-4499-a7e1-3f3d10cfd7dc	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169186757000	Valencia	What Are You Doing, Man? That's Weird!	This Could Be A Possibility	ae63ea5e-0b28-470b-b4aa-500fe53bd702	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169186934000	Valencia	Tenth Street	This Could Be A Possibility	892cdc28-fe4a-4c69-870b-f6658d47f1e5	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169187169000	Valencia	The Closest I Am To Living Life On The Edge	This Could Be A Possibility	eab7b234-96e7-4705-a33d-02b862496536	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169187378000	Valencia	Will We Ever Know How?	This Could Be A Possibility	bf50b3fd-61a3-431b-a7b5-4d45899303bb	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169187572000	Valencia	Eagle Mount Drive	This Could Be A Possibility	a6197015-25a8-4364-8ed3-1b6f507da1d8	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169187739000	Valencia	3000 Miles	This Could Be A Possibility	9c3573d3-a94f-4163-96cc-2d1e9e161428	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169187905000	Valencia	Backs Against The Wall	This Could Be A Possibility	124e857c-6b57-41b4-92d9-d67f1f0068b7	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169188068000	Valencia	Away We Go	This Could Be A Possibility	3a8ddc28-3453-44d4-a52f-678eb87d9570	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
1169188267000	Valencia	The Space Between	This Could Be A Possibility	441e7cf3-9f1b-43d5-a9e9-3953d3d857b2	825e45ca-796e-471a-908f-8bfe2453a454	401363d0-52e3-4504-9243-626dd9c6c27e
